original_text,perturbed_text,original_score,perturbed_score,original_output,perturbed_output,ground_truth_output,num_queries,result_type,attack,dataset,words,nr_perturbations,len_sentence,perturbation_percentage
[[LOVE]] the Etouffee! The chicken with rice and beans is amazing. I can't [[wait]] to go back. I [[love]] the casual feel and the [[food]] is just down right [[good]].,[[miss]] the Etouffee! The chicken with rice and beans is amazing. I can't [[be]] to go back. I [[miss]] the casual feel and the [[chow]] is just down right [[quick]].,0.0001448392868041,0.9963828921318054,1,0,1,63,Successful,BERTAttackLi2020,yelp_polarity_adv/batch3,"['[[miss]]', 'the', 'Etouffee!', 'The', 'chicken', 'with', 'rice', 'and', 'beans', 'is', 'amazing.', 'I', ""can't"", '[[be]]', 'to', 'go', 'back.', 'I', '[[miss]]', 'the', 'casual', 'feel', 'and', 'the', '[[chow]]', 'is', 'just', 'down', 'right', '[[quick]].']",4,30,13.333333333333334
"The service is great, the food is [[great]].  [[There's]] not really anything I can add that hasn't been said in the other reviews.\n\[[nOther]] than:  If you don't order the [[beignets]] for brunch, you are seriously insens\u00e9.  ([[that's]] 'insane' in french.  i think.)","The service is great, the food is [[good]].  [[there'n]] not really anything I can add that hasn't been said in the other reviews.\n\[[nme]] than:  If you don't order the [[beignecourses]] for brunch, you are seriously insens\u00e9.  ([[that'means]] 'insane' in french.  i think.)",0.00066739320755,0.5298933982849121,1,0,1,82,Successful,BERTAttackLi2020,yelp_polarity_adv/batch3,"['The', 'service', 'is', 'great,', 'the', 'food', 'is', '[[good]].', ""[[there'n]]"", 'not', 'really', 'anything', 'I', 'can', 'add', 'that', ""hasn't"", 'been', 'said', 'in', 'the', 'other', 'reviews.\\n\\[[nme]]', 'than:', 'If', 'you', ""don't"", 'order', 'the', '[[beignecourses]]', 'for', 'brunch,', 'you', 'are', 'seriously', 'insens\\u00e9.', ""([[that'means]]"", ""'insane'"", 'in', 'french.', 'i', 'think.)']",2,42,4.761904761904762
"Honestly wish I could give it [[zero]] stars based on today... ? Security is beyond the [[worst]]. Check in with the airline was smooth, thats about it.\nI'm sure its not this bad everyday, or it would be on the news and or shutdown from the lack of business....","Honestly wish I could give it [[one]] stars based on today... ? Security is beyond the [[best]]. Check in with the airline was smooth, thats about it.\nI'm sure its not this bad everyday, or it would be on the news and or shutdown from the lack of business....",0.0001500844955444,0.6594933271408081,0,1,0,62,Successful,BERTAttackLi2020,yelp_polarity_adv/batch3,"['Honestly', 'wish', 'I', 'could', 'give', 'it', '[[one]]', 'stars', 'based', 'on', 'today...', '?', 'Security', 'is', 'beyond', 'the', '[[best]].', 'Check', 'in', 'with', 'the', 'airline', 'was', 'smooth,', 'thats', 'about', ""it.\\nI'm"", 'sure', 'its', 'not', 'this', 'bad', 'everyday,', 'or', 'it', 'would', 'be', 'on', 'the', 'news', 'and', 'or', 'shutdown', 'from', 'the', 'lack', 'of', 'business....']",1,48,2.083333333333333
Easy to navigate. [[Plenty]] of food options. Careful about the distance between terminals though..,Easy to navigate. [[no]] of food options. Careful about the distance between terminals though..,0.0004253983497619,0.8079478144645691,1,0,1,22,Successful,BERTAttackLi2020,yelp_polarity_adv/batch3,"['Easy', 'to', 'navigate.', '[[no]]', 'of', 'food', 'options.', 'Careful', 'about', 'the', 'distance', 'between', 'terminals', 'though..']",1,14,7.142857142857142
"i hate US Airways, [[shitty]] [[services]]","i hate US Airways, [[good]] [[flights]]",0.0002958178520202,0.5882636904716492,0,1,0,17,Successful,BERTAttackLi2020,yelp_polarity_adv/batch3,"['i', 'hate', 'US', 'Airways,', '[[good]]', '[[flights]]']",2,6,33.33333333333333
Really need shorter waiting lines- it got [[worse]]. \nThe valet is [[annoying]] and gets in the way.,Really need shorter waiting lines- it got [[better]]. \nThe valet is [[arrogant]] and gets in the way.,0.0017544031143188,0.5164821147918701,0,1,0,31,Successful,BERTAttackLi2020,yelp_polarity_adv/batch3,"['Really', 'need', 'shorter', 'waiting', 'lines-', 'it', 'got', '[[better]].', '\\nThe', 'valet', 'is', '[[arrogant]]', 'and', 'gets', 'in', 'the', 'way.']",1,17,5.88235294117647
[[Great]] little [[airport]]. Now direct connection to Europe. Live piano music in terminal. Us airways hub. Rental car [[shuttles]] run every few minutes. Lots of charging stations for electronic devices. Airport is [[also]] small enough to make transfers easy.,[[of]] little [[airline]]. Now direct connection to Europe. Live piano music in terminal. Us airways hub. Rental car [[shuttleof]] run every few minutes. Lots of charging stations for electronic devices. Airport is [[of]] small enough to make transfers easy.,0.0001686811447143,0.6425540447235107,1,0,1,65,Successful,BERTAttackLi2020,yelp_polarity_adv/batch3,"['[[of]]', 'little', '[[airline]].', 'Now', 'direct', 'connection', 'to', 'Europe.', 'Live', 'piano', 'music', 'in', 'terminal.', 'Us', 'airways', 'hub.', 'Rental', 'car', '[[shuttleof]]', 'run', 'every', 'few', 'minutes.', 'Lots', 'of', 'charging', 'stations', 'for', 'electronic', 'devices.', 'Airport', 'is', '[[of]]', 'small', 'enough', 'to', 'make', 'transfers', 'easy.']",3,39,7.6923076923076925
I [[can't]] anymore. It's too busy here and service is not as fast as other Mickey D's with this kind of volume. Customers are [[rude]] too.,I [[can]].. anymore. It's too busy here and service is not as fast as other Mickey D's with this kind of volume. Customers are [[respectful]] too.,0.0001523494720458,0.995560586452484,0,1,0,41,Successful,BERTAttackLi2020,yelp_polarity_adv/batch3,"['I', '[[can]]..', 'anymore.', ""It's"", 'too', 'busy', 'here', 'and', 'service', 'is', 'not', 'as', 'fast', 'as', 'other', 'Mickey', ""D's"", 'with', 'this', 'kind', 'of', 'volume.', 'Customers', 'are', '[[respectful]]', 'too.']",1,26,3.8461538461538463
[[What]] a [[fun]] place to get [[ideas]] for your [[house]]! [[They]] have over 100 booths from different vendors selling [[everything]] from [[jewelry]] to furniture. [[We]] spent a few hours here and bought a few unique treats!,[[how]] a [[wonder]] place to get [[idea]] for your [[property]]! [[there]] have over 100 booths from different vendors selling [[things]] from [[jewel]] to furniture. [[how]] spent a few hours here and bought a few unique treats!,0.0001444816589355,0.7519158124923706,1,0,1,101,Successful,BERTAttackLi2020,yelp_polarity_adv/batch3,"['[[how]]', 'a', '[[wonder]]', 'place', 'to', 'get', '[[idea]]', 'for', 'your', '[[property]]!', '[[there]]', 'have', 'over', '100', 'booths', 'from', 'different', 'vendors', 'selling', '[[things]]', 'from', '[[jewel]]', 'to', 'furniture.', '[[how]]', 'spent', 'a', 'few', 'hours', 'here', 'and', 'bought', 'a', 'few', 'unique', 'treats!']",7,36,19.444444444444446
[[Don't]] move here this place is [[horrible]]! The only thing it has going for it is that it looks pretty... There is something always [[wrong]] with the apartment. I would not ever [[recommend]] this [[place]] to anyone!,..[[go]] move here this place is [[beautiful]]! The only thing it has going for it is that it looks pretty... There is something always [[right]] with the apartment. I would not ever [[recommendation]] this [[thing]] to anyone!,0.0001493692398071,0.7434529066085815,0,1,0,73,Successful,BERTAttackLi2020,yelp_polarity_adv/batch3,"['..[[go]]', 'move', 'here', 'this', 'place', 'is', '[[beautiful]]!', 'The', 'only', 'thing', 'it', 'has', 'going', 'for', 'it', 'is', 'that', 'it', 'looks', 'pretty...', 'There', 'is', 'something', 'always', '[[right]]', 'with', 'the', 'apartment.', 'I', 'would', 'not', 'ever', '[[recommendation]]', 'this', '[[thing]]', 'to', 'anyone!']",3,37,8.108108108108109
A very [[ratchet]] [[place]] with a very [[ratchet]] [[staff]].,A very [[ratcho]] [[club]] with a very [[ratcho]] [[team]].,0.0001548528671264,0.5717369318008423,0,1,0,37,Successful,BERTAttackLi2020,yelp_polarity_adv/batch3,"['A', 'very', '[[ratcho]]', '[[club]]', 'with', 'a', 'very', '[[ratcho]]', '[[team]].']",3,9,33.33333333333333
...and this chit-hole is [[still]] open??  [[WHY]]???  [[Must]] be so the [[gang-bangers]] have a [[place]] to [[conduct]] target practice.,...and this chit-hole is [[where]] open??  [[where]]???  [[might]] be so the [[gang-bangs]] have a [[spot]] to [[practice]] target practice.,0.0017687678337097,0.772710919380188,0,1,0,67,Successful,BERTAttackLi2020,yelp_polarity_adv/batch3,"['...and', 'this', 'chit-hole', 'is', '[[where]]', 'open??', '[[where]]???', '[[might]]', 'be', 'so', 'the', '[[gang-bangs]]', 'have', 'a', '[[spot]]', 'to', '[[practice]]', 'target', 'practice.']",5,19,26.31578947368421
"MALL [[CLOSED]]\n\nJune 30, 2010\n\nRIP","MALL [[dedicated]]\n\nJune 30, 2010\n\nRIP",0.1142224669456482,0.997087061405182,0,1,0,15,Successful,BERTAttackLi2020,yelp_polarity_adv/batch3,"['MALL', '[[dedicated]]\\n\\nJune', '30,', '2010\\n\\nRIP']",0,4,0.0
"Yet [[another]] [[Hertz]] location that doesn't have cars for reservations.  [[Ridiculous]] wait as they make us sit here waiting for returns to come in.  Seriously, take a [[taxi]].  #hertz","Yet [[the]] [[hertze]] location that doesn't have cars for reservations.  [[silly]] wait as they make us sit here waiting for returns to come in.  Seriously, take a [[ride]].  #hertz",0.0001500844955444,0.6593721508979797,0,1,0,59,Successful,BERTAttackLi2020,yelp_polarity_adv/batch3,"['Yet', '[[the]]', '[[hertze]]', 'location', 'that', ""doesn't"", 'have', 'cars', 'for', 'reservations.', '[[silly]]', 'wait', 'as', 'they', 'make', 'us', 'sit', 'here', 'waiting', 'for', 'returns', 'to', 'come', 'in.', 'Seriously,', 'take', 'a', '[[ride]].', '#hertz']",3,29,10.344827586206897
The chicken wings are great. Everything else was ugh. I had the shrimp with broccoli which by the way was mostly broccoli and the rice tasted like pool water. [[Never]] again!!,The chicken wings are great. Everything else was ugh. I had the shrimp with broccoli which by the way was mostly broccoli and the rice tasted like pool water. [[go]] again!!,0.0001533031463623,0.9966264963150024,0,1,0,39,Successful,BERTAttackLi2020,yelp_polarity_adv/batch3,"['The', 'chicken', 'wings', 'are', 'great.', 'Everything', 'else', 'was', 'ugh.', 'I', 'had', 'the', 'shrimp', 'with', 'broccoli', 'which', 'by', 'the', 'way', 'was', 'mostly', 'broccoli', 'and', 'the', 'rice', 'tasted', 'like', 'pool', 'water.', '[[go]]', 'again!!']",1,31,3.225806451612903
"Wow... The [[best]] Mexican restaurant in the country.    My advise to you making a connection in Charlotte airport.   Take the lastest contraction, take a cab here for lunch or dinner than go back to the airport.  It's [[worth]] the layover.    It's 5 minutes from the airport.","Wow... The [[only]] Mexican restaurant in the country.    My advise to you making a connection in Charlotte airport.   Take the lastest contraction, take a cab here for lunch or dinner than go back to the airport.  It's [[great]] the layover.    It's 5 minutes from the airport.",0.0037643313407897,0.8030136227607727,1,0,1,60,Successful,BERTAttackLi2020,yelp_polarity_adv/batch3,"['Wow...', 'The', '[[only]]', 'Mexican', 'restaurant', 'in', 'the', 'country.', 'My', 'advise', 'to', 'you', 'making', 'a', 'connection', 'in', 'Charlotte', 'airport.', 'Take', 'the', 'lastest', 'contraction,', 'take', 'a', 'cab', 'here', 'for', 'lunch', 'or', 'dinner', 'than', 'go', 'back', 'to', 'the', 'airport.', ""It's"", '[[great]]', 'the', 'layover.', ""It's"", '5', 'minutes', 'from', 'the', 'airport.']",2,46,4.3478260869565215
"Good [[bread]], but steakums do not a cheesesteak make. Stick with [[cold]] subs.","Good [[food]], but steakums do not a cheesesteak make. Stick with [[warm]] subs.",0.000154972076416,0.933159589767456,0,1,0,28,Successful,BERTAttackLi2020,yelp_polarity_adv/batch3,"['Good', '[[food]],', 'but', 'steakums', 'do', 'not', 'a', 'cheesesteak', 'make.', 'Stick', 'with', '[[warm]]', 'subs.']",1,13,7.6923076923076925
"Shits [[poppin]]. Would give [[five]] stars but lids on to-go cups are a little iffy. Also damn how many characters do I need to type for this to be a review, the world needs to hear my voice fam","Shits [[popco]]. Would give [[one]] stars but lids on to-go cups are a little iffy. Also damn how many characters do I need to type for this to be a review, the world needs to hear my voice fam",0.0002146363258361,0.9997547268867492,1,0,1,54,Successful,BERTAttackLi2020,yelp_polarity_adv/batch3,"['Shits', '[[popco]].', 'Would', 'give', '[[one]]', 'stars', 'but', 'lids', 'on', 'to-go', 'cups', 'are', 'a', 'little', 'iffy.', 'Also', 'damn', 'how', 'many', 'characters', 'do', 'I', 'need', 'to', 'type', 'for', 'this', 'to', 'be', 'a', 'review,', 'the', 'world', 'needs', 'to', 'hear', 'my', 'voice', 'fam']",1,39,2.564102564102564
"[[Horrible]] [[service]]. [[Terrible]] showroom from [[1980]]. Poor [[attitude]] by employee. $17 bucks for [[two]] [[balloons]], which the [[employee]] [[self]] [[proclaimed]] he didn't [[know]] how to [[inflate]] with the [[helium]] tank. \n\nLet it [[fold]] so [[another]] [[small]] business can have the [[spot]] and contribute to the [[community]].","[[a]] [[line]]. [[back]] showroom from [[1940]]. Poor [[nature]] by employee. $17 bucks for [[in]] [[all]], which the [[resident]] [[once]] [[joked]] he didn't [[knew]] how to [[inflmeasure]] with the [[spring]] tank. \n\nLet it [[win]] so [[more]] [[smaller]] business can have the [[space]] and contribute to the [[area]].",0.0001499652862548,0.837946891784668,0,1,0,170,Successful,BERTAttackLi2020,yelp_polarity_adv/batch3,"['[[a]]', '[[line]].', '[[back]]', 'showroom', 'from', '[[1940]].', 'Poor', '[[nature]]', 'by', 'employee.', '$17', 'bucks', 'for', '[[in]]', '[[all]],', 'which', 'the', '[[resident]]', '[[once]]', '[[joked]]', 'he', ""didn't"", '[[knew]]', 'how', 'to', '[[inflmeasure]]', 'with', 'the', '[[spring]]', 'tank.', '\\n\\nLet', 'it', '[[win]]', 'so', '[[more]]', '[[smaller]]', 'business', 'can', 'have', 'the', '[[space]]', 'and', 'contribute', 'to', 'the', '[[area]].']",14,46,30.434782608695656
"[[No]] [[matter]] how often [[I'm]] there, the staff is horribly rude - not just to me but to [[every]] [[customer]]. [[If]] [[I]] ever find another place to take children's items, I will not [[return]]. [[There]] is no [[excuse]] for the [[ugly]] [[attitude]] and [[behavior]] to everyone.","[[and]] [[despite]] how often [[i's]] there, the staff is horribly rude - not just to me but to [[all]] [[shop]]. [[assuming]] [[she]] ever find another place to take children's items, I will not [[leave]]. [[she]] is no [[fault]] for the [[general]] [[way]] and [[nature]] to everyone.",0.0001500844955444,0.996346354484558,0,1,0,174,Successful,BERTAttackLi2020,yelp_polarity_adv/batch3,"['[[and]]', '[[despite]]', 'how', 'often', ""[[i's]]"", 'there,', 'the', 'staff', 'is', 'horribly', 'rude', '-', 'not', 'just', 'to', 'me', 'but', 'to', '[[all]]', '[[shop]].', '[[assuming]]', '[[she]]', 'ever', 'find', 'another', 'place', 'to', 'take', ""children's"", 'items,', 'I', 'will', 'not', '[[leave]].', '[[she]]', 'is', 'no', '[[fault]]', 'for', 'the', '[[general]]', '[[way]]', 'and', '[[nature]]', 'to', 'everyone.']",11,46,23.91304347826087
"this place is solid,  you will [[never]] feel ripped off, ever.","this place is solid,  you will [[only]] feel ripped off, ever.",0.0001478195190429,0.9873778223991394,1,0,1,19,Successful,BERTAttackLi2020,yelp_polarity_adv/batch3,"['this', 'place', 'is', 'solid,', 'you', 'will', '[[only]]', 'feel', 'ripped', 'off,', 'ever.']",1,11,9.090909090909092
"This is my [[favorite]] place in [[charlotte]], with my grandmothers nursing home across the street and me traveling all the time on an fixed amount to spend per city it's [[great]] too just sit by the pond and people watch.","This is my [[only]] place in [[so]], with my grandmothers nursing home across the street and me traveling all the time on an fixed amount to spend per city it's [[just]] too just sit by the pond and people watch.",0.0001457929611206,0.6846925020217896,1,0,1,62,Successful,BERTAttackLi2020,yelp_polarity_adv/batch3,"['This', 'is', 'my', '[[only]]', 'place', 'in', '[[so]],', 'with', 'my', 'grandmothers', 'nursing', 'home', 'across', 'the', 'street', 'and', 'me', 'traveling', 'all', 'the', 'time', 'on', 'an', 'fixed', 'amount', 'to', 'spend', 'per', 'city', ""it's"", '[[just]]', 'too', 'just', 'sit', 'by', 'the', 'pond', 'and', 'people', 'watch.']",2,40,5.0
"[[Great]] [[place]] to watch a game, and banging wings!  [[What]] [[else]] [[could]] you [[want]].","[[a]] [[space]] to watch a game, and banging wings!  [[much]] [[other]] [[would]] you [[expect]].",0.0001585483551025,0.9207000136375428,1,0,1,59,Successful,BERTAttackLi2020,yelp_polarity_adv/batch3,"['[[a]]', '[[space]]', 'to', 'watch', 'a', 'game,', 'and', 'banging', 'wings!', '[[much]]', '[[other]]', '[[would]]', 'you', '[[expect]].']",5,14,35.714285714285715
"Tried again and it was [[worse]].  [[I]] didn't [[like]] it.  Ordered a [[combo]] [[plate]] [[beef]] burrito, soft taco and tostada. [[Took]] most of it [[home]] to [[try]] and [[remake]] it but it was [[hopeless]]. Just not good [[food]].","Tried again and it was [[better]].  [[i]] didn't [[mind]] it.  Ordered a [[side]] [[like]] [[south]] burrito, soft taco and tostada. [[made]] most of it [[again]] to [[start]] and [[make]] it but it was [[out]]. Just not good [[diet]].",0.0001499652862548,0.9327582716941832,0,1,0,126,Successful,BERTAttackLi2020,yelp_polarity_adv/batch3,"['Tried', 'again', 'and', 'it', 'was', '[[better]].', '[[i]]', ""didn't"", '[[mind]]', 'it.', 'Ordered', 'a', '[[side]]', '[[like]]', '[[south]]', 'burrito,', 'soft', 'taco', 'and', 'tostada.', '[[made]]', 'most', 'of', 'it', '[[again]]', 'to', '[[start]]', 'and', '[[make]]', 'it', 'but', 'it', 'was', '[[out]].', 'Just', 'not', 'good', '[[diet]].']",9,38,23.684210526315788
"[[Fast]] [[food]] Chinese is generally not that exciting, but I [[must]] say this [[place]] [[really]] was [[quite]] [[impressive]]. Very [[fresh]] [[tasting]] [[ingredients]] with a [[lot]] of [[good]] [[flavors]], all served hot and with a [[smile]]. What more could you [[ask]] for?","[[quick]] [[and]] Chinese is generally not that exciting, but I [[cannot]] say this [[restaurant]] [[ever]] was [[ever]] [[exciting]]. Very [[clean]] [[looking]] [[recipes]] with a [[lots]] of [[nice]] [[tastes]], all served hot and with a [[flourish]]. What more could you [[asking]] for?",0.0001451969146728,0.57378089427948,1,0,1,162,Successful,BERTAttackLi2020,yelp_polarity_adv/batch3,"['[[quick]]', '[[and]]', 'Chinese', 'is', 'generally', 'not', 'that', 'exciting,', 'but', 'I', '[[cannot]]', 'say', 'this', '[[restaurant]]', '[[ever]]', 'was', '[[ever]]', '[[exciting]].', 'Very', '[[clean]]', '[[looking]]', '[[recipes]]', 'with', 'a', '[[lots]]', 'of', '[[nice]]', '[[tastes]],', 'all', 'served', 'hot', 'and', 'with', 'a', '[[flourish]].', 'What', 'more', 'could', 'you', '[[asking]]', 'for?']",12,41,29.268292682926827
"[[I]] took my [[car]] here to [[get]] my brakes replaced.  They did the work [[quickly]] and at a good [[price]].  I [[went]] here on a recommendation from a [[friend]], and now I [[recommend]] it to my [[friends]] when they need work done.","[[a]] took my [[driver]] here to [[buy]] my brakes replaced.  They did the work [[fast]] and at a good [[money]].  I [[left]] here on a recommendation from a [[contact]], and now I [[see]] it to my [[students]] when they need work done.",0.0001466274261474,0.8448199033737183,1,0,1,111,Successful,BERTAttackLi2020,yelp_polarity_adv/batch3,"['[[a]]', 'took', 'my', '[[driver]]', 'here', 'to', '[[buy]]', 'my', 'brakes', 'replaced.', 'They', 'did', 'the', 'work', '[[fast]]', 'and', 'at', 'a', 'good', '[[money]].', 'I', '[[left]]', 'here', 'on', 'a', 'recommendation', 'from', 'a', '[[contact]],', 'and', 'now', 'I', '[[see]]', 'it', 'to', 'my', '[[students]]', 'when', 'they', 'need', 'work', 'done.']",7,42,16.666666666666664
4 stars for Hardee's ?!?  It's no Culver's by a long shot but that Thick Burger was damn [[tasty]] !   I don't know if the restaurant was clean but the drive thru service was good.,4 stars for Hardee's ?!?  It's no Culver's by a long shot but that Thick Burger was damn [[tafresh]] !   I don't know if the restaurant was clean but the drive thru service was good.,0.0013027787208557,0.7100419998168945,1,0,1,41,Successful,BERTAttackLi2020,yelp_polarity_adv/batch3,"['4', 'stars', 'for', ""Hardee's"", '?!?', ""It's"", 'no', ""Culver's"", 'by', 'a', 'long', 'shot', 'but', 'that', 'Thick', 'Burger', 'was', 'damn', '[[tafresh]]', '!', 'I', ""don't"", 'know', 'if', 'the', 'restaurant', 'was', 'clean', 'but', 'the', 'drive', 'thru', 'service', 'was', 'good.']",1,35,2.857142857142857
Nice [[atmosphere]]. Cheeseburger was not all that.,Nice [[environment]]. Cheeseburger was not all that.,0.4291338324546814,0.7848564386367798,0,1,0,15,Successful,BERTAttackLi2020,yelp_polarity_adv/batch3,"['Nice', '[[environment]].', 'Cheeseburger', 'was', 'not', 'all', 'that.']",0,7,0.0
"[[terrible]] selection of shoes and jeans, and the changing rooms smell like a red line el stop. if you absolutely must visit a department store, drive a few miles and hit up macy's instead.","[[great]] selection of shoes and jeans, and the changing rooms smell like a red line el stop. if you absolutely must visit a department store, drive a few miles and hit up macy's instead.",0.0001488924026489,0.6613833904266357,0,1,0,41,Successful,BERTAttackLi2020,yelp_polarity_adv/batch3,"['[[great]]', 'selection', 'of', 'shoes', 'and', 'jeans,', 'and', 'the', 'changing', 'rooms', 'smell', 'like', 'a', 'red', 'line', 'el', 'stop.', 'if', 'you', 'absolutely', 'must', 'visit', 'a', 'department', 'store,', 'drive', 'a', 'few', 'miles', 'and', 'hit', 'up', ""macy's"", 'instead.']",1,34,2.941176470588235
Overall [[felt]] like the food [[lacked]] flavor. The jambalaya and gumbo seemed blah to both of us. The BBQ shrimp and [[cornbread]] were both good.,Overall [[i]] like the food [[had]] flavor. The jambalaya and gumbo seemed blah to both of us. The BBQ shrimp and [[cornfry]] were both good.,0.0001553297042846,0.9937109351158142,0,1,0,44,Successful,BERTAttackLi2020,yelp_polarity_adv/batch3,"['Overall', '[[i]]', 'like', 'the', 'food', '[[had]]', 'flavor.', 'The', 'jambalaya', 'and', 'gumbo', 'seemed', 'blah', 'to', 'both', 'of', 'us.', 'The', 'BBQ', 'shrimp', 'and', '[[cornfry]]', 'were', 'both', 'good.']",3,25,12.0
[[I]] was bringing my [[family]] to [[Cracker]] [[Barrow]] [[today]] a [[group]] of [[6]] but after hearing they fired a [[73]] year old [[Vet]] for handing out a Corn [[muffin]] [[I]] [[changed]] my [[mind]]...... [[I]] hope others feel the same [[way]]......,[[my]] was bringing my [[parents]] to [[cracka]] [[berry]] [[yesterday]] a [[band]] of [[4]] but after hearing they fired a [[d]] year old [[veterinary]] for handing out a Corn [[corncheese]] [[me]] [[altered]] my [[t]]...... [[me]] hope others feel the same [[sorry]]......,0.0010077357292175,0.602209210395813,0,1,0,158,Successful,BERTAttackLi2020,yelp_polarity_adv/batch3,"['[[my]]', 'was', 'bringing', 'my', '[[parents]]', 'to', '[[cracka]]', '[[berry]]', '[[yesterday]]', 'a', '[[band]]', 'of', '[[4]]', 'but', 'after', 'hearing', 'they', 'fired', 'a', '[[d]]', 'year', 'old', '[[veterinary]]', 'for', 'handing', 'out', 'a', 'Corn', '[[corncheese]]', '[[me]]', '[[altered]]', 'my', '[[t]]......', '[[me]]', 'hope', 'others', 'feel', 'the', 'same', '[[sorry]]......']",13,40,32.5
"Friendly staff and nice selection of vegetarian options.  [[Food]] is just okay, not [[great]].  Makes me wonder why everyone likes Food Fight so much.","Friendly staff and nice selection of vegetarian options.  [[kitchen]] is just okay, not [[bad]].  Makes me wonder why everyone likes Food Fight so much.",0.0002042651176452,0.718314528465271,0,1,0,40,Successful,BERTAttackLi2020,yelp_polarity_adv/batch3,"['Friendly', 'staff', 'and', 'nice', 'selection', 'of', 'vegetarian', 'options.', '[[kitchen]]', 'is', 'just', 'okay,', 'not', '[[bad]].', 'Makes', 'me', 'wonder', 'why', 'everyone', 'likes', 'Food', 'Fight', 'so', 'much.']",1,24,4.166666666666666
"Very busy and the for the floor show, I watched a small child dash back and forth from the dining area into the kitchen area and back again. Multiple times. I didn't like the floor show, so that was the [[last]] time I went there.","Very busy and the for the floor show, I watched a small child dash back and forth from the dining area into the kitchen area and back again. Multiple times. I didn't like the floor show, so that was the [[next]] time I went there.",0.0006285309791564,0.5847666263580322,0,1,0,53,Successful,BERTAttackLi2020,yelp_polarity_adv/batch3,"['Very', 'busy', 'and', 'the', 'for', 'the', 'floor', 'show,', 'I', 'watched', 'a', 'small', 'child', 'dash', 'back', 'and', 'forth', 'from', 'the', 'dining', 'area', 'into', 'the', 'kitchen', 'area', 'and', 'back', 'again.', 'Multiple', 'times.', 'I', ""didn't"", 'like', 'the', 'floor', 'show,', 'so', 'that', 'was', 'the', '[[next]]', 'time', 'I', 'went', 'there.']",1,45,2.2222222222222223
So [[good]]!!! We went as a group and everyone [[loved]] the food they ordered.  [[The]] [[food]] was very reasonably priced!! [[Yum]]!,So [[food]]!!! We went as a group and everyone [[liked]] the food they ordered.  [[it]] [[land]] was very reasonably priced!! [[yuz]]!,0.0001447200775146,0.6139295101165771,1,0,1,57,Successful,BERTAttackLi2020,yelp_polarity_adv/batch3,"['So', '[[food]]!!!', 'We', 'went', 'as', 'a', 'group', 'and', 'everyone', '[[liked]]', 'the', 'food', 'they', 'ordered.', '[[it]]', '[[land]]', 'was', 'very', 'reasonably', 'priced!!', '[[yuz]]!']",3,21,14.285714285714285
"I like the food and donuts, but and more importantly, I [[really]] [[like]] the people who run this place and the people who hang out there.","I like the food and donuts, but and more importantly, I [[just]] [[admire]] the people who run this place and the people who hang out there.",0.0007680654525756,0.7578392624855042,1,0,1,41,Successful,BERTAttackLi2020,yelp_polarity_adv/batch3,"['I', 'like', 'the', 'food', 'and', 'donuts,', 'but', 'and', 'more', 'importantly,', 'I', '[[just]]', '[[admire]]', 'the', 'people', 'who', 'run', 'this', 'place', 'and', 'the', 'people', 'who', 'hang', 'out', 'there.']",2,26,7.6923076923076925
"One of my favorite places in town for breakfast. \[[nIt's]] [[quick]] (once you're seated).\[[nIt's]] greasy (like breakfast from a skillet should be).\[[nIt's]] [[no-nonsense]] (hash, taters, eggs).\[[nIt's]] served with a [[smile]] (and usually some [[awesome]] conversation).\nIs it super local? Super [[sustainable]]?\nNo.\nIt's a diner. \[[nBut]] a [[delicious]] one.\nAnd there are [[planes]]!","One of my favorite places in town for breakfast. \[[nit'll]] [[please]] (once you're seated).\[[nit're]] greasy (like breakfast from a skillet should be).\[[nit'm]] [[no-right]] (hash, taters, eggs).\[[nit'is]] served with a [[smirk]] (and usually some [[great]] conversation).\nIs it super local? Super [[real]]?\nNo.\nIt's a diner. \[[nbutt]] a [[good]] one.\nAnd there are [[wings]]!",0.0001484155654907,0.6067937016487122,1,0,1,145,Successful,BERTAttackLi2020,yelp_polarity_adv/batch3,"['One', 'of', 'my', 'favorite', 'places', 'in', 'town', 'for', 'breakfast.', ""\\[[nit'll]]"", '[[please]]', '(once', ""you're"", ""seated).\\[[nit're]]"", 'greasy', '(like', 'breakfast', 'from', 'a', 'skillet', 'should', ""be).\\[[nit'm]]"", '[[no-right]]', '(hash,', 'taters,', ""eggs).\\[[nit'is]]"", 'served', 'with', 'a', '[[smirk]]', '(and', 'usually', 'some', '[[great]]', 'conversation).\\nIs', 'it', 'super', 'local?', 'Super', ""[[real]]?\\nNo.\\nIt's"", 'a', 'diner.', '\\[[nbutt]]', 'a', '[[good]]', 'one.\\nAnd', 'there', 'are', '[[wings]]!']",5,49,10.204081632653061
